Drift ID,Trip ID,Grid Cell ID,Site (MPA/ REF),Total Angler Hrs,total_fish_caught,cpue,ST_LatDD,ST_LonDD,End_LatDD,End_LonDD,drift_lat,drift_lon
PLR0812251501,PLT04_25,PL15,REF,2.708333333,17,6.276923077695621,36.47135162,-121.9407,36.47063065,-121.94225,36.470991135,-121.941475
PLR0812251502,PLT04_25,PL15,REF,2.7,14,5.185185185185185,36.47169876,-121.9408,36.47090149,-121.94203,36.471300125,-121.941415
PLR0812251503,PLT04_25,PL15,REF,2.75,14,5.090909090909091,36.47338104,-121.94054,36.4725914,-121.94299,36.472986219999996,-121.941765
PLR0813250101,PLT05_25,PL01,REF,2.25,5,2.2222222222222223,36.58600998,-121.98414,36.58457947,-121.98319,36.585294725,-121.983665
PLR0813250102,PLT05_25,PL01,REF,2.25,35,15.555555555555555,36.58663177,-121.98289,36.58546829,-121.98188,36.586050029999996,-121.982385
PLR0813250103,PLT05_25,PL01,REF,2.2275,27,12.121212121212121,36.58563995,-121.98513,36.58457947,-121.98357,36.58510971,-121.98435
PLR0813250401,PLT05_25,PL04,REF,2.25,18,8,36.57067108,-121.97943,36.5685997,-121.97894,36.56963539,-121.979185
PLR0813250402,PLT05_25,PL04,REF,2.25,26,11.555555555555555,36.57091904,-121.97943,36.56882095,-121.97854,36.569869995000005,-121.978985
PLR0813250403,PLT05_25,PL04,REF,2.25,56,24.88888888888889,36.57094955,-121.98045,36.56869125,-121.97926,36.5698204,-121.979855
PLR0814250301,PLT06_25,PL03,REF,2.983333333,17,5.698324022983053,36.5750618,-121.98222,36.5728302,-121.98016,36.573946,-121.98119
PLR0814250302,PLT06_25,PL03,REF,3,13,4.333333333333333,36.57495117,-121.98373,36.57183838,-121.98143,36.573394775,-121.98258
PLR0814250303,PLT06_25,PL03,REF,2.916666667,8,2.7428571425436736,36.57564163,-121.98231,36.57381058,-121.98034,36.574726104999996,-121.981325
PLR0814250501,PLT06_25,PL05,REF,3.13,33,10.543130990415335,36.56758118,-121.97347,36.56631088,-121.97214,36.56694603,-121.972805
PLR0814250502,PLT06_25,PL05,REF,3,25,8.333333333333334,36.56861115,-121.97346,36.56700897,-121.9723,36.56781006,-121.97288
PLR0814250503,PLT06_25,PL05,REF,3.066666667,22,7.173913042698488,36.56761932,-121.97152,36.56605911,-121.96983,36.566839215,-121.970675
