Drift ID,Trip ID,ID Cell per Trip,Grid Cell ID,Site (MPA/ REF),Drifting or Holding Station,Start Search Time,End Search Time,Start Time,End Time,Drift Time (hrs),BAR (+/- mins) Fishing Time,FLY (+/- mins) Fishing Time,BAT (+/- mins) Fishing Time,DPR (+/- mins) Fishing Time,SBT (+/- mins) Fishing Time,Total (+/-) Time (hrs),Number of BAT fishers,Number of FLY fishers,Number of DPR fishers,Number of SBT fishers,Number of BAR fishers,Total . Anglers Fishing,Total Angler Hrs,ST_LatDD,ST_LonDD,Start Lat/Lon GPS Waypoint,Start Lat/Lon waypoint_link,End_LatDD,End_LonDD,End Lat/Lon GPS Waypoint,End Lat/Lon waypoint_link,Drift Length (m),Recorder,Tag Crew,"Surface T (instrument, C)","Depth T ( instrument, C)","SWT (vessel, F)",Relief (1-3),Start Depth (ft),End Depth (ft),Lingcod Bar Weight (oz),Lead Weight (oz),SBT Tail Length (in),SBT Head Weight (oz),. Seals,. Sea Lions,Total Fishes Caught,Cloud Cover (0-3),Obs Wind Speed (kt),Obs Wind Direction,Obs Swell Height (ft),Secchi Depth (m),Comments,Excluded Drift Comment,Exclude:Gear-Specific CPUE
FNR0911250403,FNT04_25,FNR09112504,FN04,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,4,3,,,4,11,2.75,37.7208519,-123.04566,440,091125_440,37.72101974,-123.04289,449,091125_449,245,JT,SC,,,60.8,2,130,119,4,10,,,0,0,23,1,7,,4,,,,FALSE
FNR0911250501,FNT04_25,FNR09112505,FN05,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,-2,0,0,-0.033333333,4,3,,,4,11,2.716666667,37.72219086,-123.0411,384,091125_384,37.72232056,-123.03914,393,091125_393,173,JT,SC,,,60.4,3,105,84,4,10,,,0,0,23,2,8,W,4,,,,FALSE
FNR0911250502,FNT04_25,FNR09112505,FN05,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.269166667,0,-1,0,0,0,-0.016666667,4,3,,,4,11,2.944166667,37.72000885,-123.04011,394,091125_394,37.72016907,-123.03803,410,091125_410,184,JT,SC,,,61,3,94,74,4,10,,,0,0,35,2,8,,4,,,,FALSE
FNR0911250503,FNT04_25,FNR09112505,FN05,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.233333333,0,0,-1,0,0,-0.016666667,4,3,,,4,11,2.55,37.72024918,-123.04131,411,091125_411,37.72024918,-123.03913,419,091125_419,192,JT,SC,,,61,3,110,80,4,10,,,0,0,19,2,7,W,4,,,,FALSE
FNR0911250601,FNT04_25,FNR09112506,FN06,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,4,3,,,4,11,2.75,37.72129059,-123.03466,316,091125_316,37.7209816,-123.03333,342,091125_342,122,KM,SP,,,61.2,1,105,108,4,10,,,0,0,29,1,7,W,4,,,,FALSE
FNR0911250602,FNT04_25,FNR09112506,FN06,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.250277778,0,0,0,0,0,0,4,3,,,4,11,2.753055556,37.72211838,-123.0351,343,091125_343,37.72200012,-123.03333,368,091125_368,157,KM,SC,,,61.2,2,75,98,4,10,,,0,0,31,2,8,W,4,,,,FALSE
FNR0911250603,FNT04_25,FNR09112506,FN06,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.269444444,0,0,0,0,0,0,4,3,,,4,11,2.963888889,37.72354889,-123.03405,369,091125_369,37.72378922,-123.03237,383,091125_383,150,KM,SC,,,61.4,1,116,98,4,10,,,0,0,17,2,7,W,5,,,,FALSE
FNR1008250401,FNT06_25,FNR10082504,FN04,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,37.71837997,-123.04483,745,100825_745,37.72061157,-123.04335,763,100825_763,280,KM,JT,,,60.6,3,141,122,4,10,,,0,0,38,2,6,NW,2,,,,FALSE
FNR1008250402,FNT06_25,FNR10082504,FN04,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,1,0,0,0,0,0.016666667,3,3,,,3,9,2.266666667,37.71879959,-123.04413,764,100825_764,37.7209816,-123.04348,782,100825_782,249,KM,JT,,,60.6,2,128,122,4,10,,,0,1,22,2,7,NW,2,,,,FALSE
FNR1008250403,FNT06_25,FNR10082504,FN04,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,-1,0,0,0,0,-0.016666667,3,3,,,3,9,2.233333333,37.71857071,-123.04306,783,100825_783,37.72021866,-123.04329,807,100825_807,184,KM,JT,,,60.7,2,128,122,4,10,,,0,0,31,2,6,NW,2,,,,FALSE
FNR1008250501,FNT06_25,FNR10082505,FN05,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,37.71868896,-123.0399,685,100825_685,37.72040939,-123.03701,705,100825_705,318,KM,JT,,,60.7,3,89,78,4,10,,,0,0,22,2,6,NW,1,,,,FALSE
FNR1008250502,FNT06_25,FNR10082505,FN05,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.237777778,0,0,0,0,0,0,3,3,,,3,9,2.14,37.71926117,-123.04097,706,100825_706,37.72108841,-123.03876,726,100825_726,281,KM,JT,,,60.5,3,109,90,4,10,,,0,0,23,2,6,NW,1,,,,FALSE
FNR1008250503,FNT06_25,FNR10082505,FN05,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.254444444,0,-2,0,0,0,-0.033333333,3,3,,,3,9,2.256666667,37.72006989,-123.04114,727,100825_727,37.72169113,-123.03919,744,100825_744,249,KM,JT,,,60.5,3,109,94,4,10,,,0,0,19,2,2,NW,2,,,,FALSE
FNR1008250701,FNT06_25,FNR10082507,FN07,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,37.71348953,-123.04604,808,100825_808,37.71532059,-123.04607,836,100825_836,203,KM,JT,,,60.9,2,157,140,4,10,,,0,0,47,2,5,NW,2,,,,FALSE
FNR1008250702,FNT06_25,FNR10082507,FN07,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,37.71305847,-123.04532,837,100825_837,37.71472931,-123.04563,852,100825_852,187,KM,JT,,,60,2,161,141,4,10,,,0,0,38,2,6,NW,2,,,,FALSE
FNR1008250703,FNT06_25,FNR10082507,FN07,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,37.71261978,-123.04501,853,100825_853,37.71511078,-123.04526,870,100825_870,277,KM,JT,,,60.9,2,158,125,4,10,,,0,0,36,2,7,NW,2,,,,FALSE
FNR1008250901,FNT06_25,FNR10082509,FN09,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,37.715271,-123.03365,871,100825_871,37.71818924,-123.03427,889,100825_889,328,KM,JT,,,61,2,115,75,4,10,,,0,0,23,2,9,NW,2,,,,FALSE
FNR1008250902,FNT06_25,FNR10082509,FN09,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,37.71541977,-123.03227,890,100825_890,37.71833038,-123.03337,905,100825_905,337,KM,JT,,,61.1,2,106,61,4,10,,,0,0,22,2,9,NW,2,,,,FALSE
FNR1008250903,FNT06_25,FNR10082509,FN09,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,37.71520996,-123.03333,906,100825_906,37.71796036,-123.03476,929,100825_929,330,KM,JT,,,60.1,2,106,71,4,10,,,0,0,33,2,10,NW,2,,,,FALSE
PLM0722251001,PLT01_25,PLM07222510,PL10,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.081666667,0,0,-1,0,0,-0.016666667,4,4,,,4,12,0.963333333,36.50790024,-121.94691,493,072225_493,36.50786972,-121.9469,495,072225_495,4,MS,JT,,,55.2,2,78,55,4,10,,,0,0,33,2,5,NW,3,,,,FALSE
PLM0722251002,PLT01_25,PLM07222510,PL10,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.128333333,0,0,0,0,0,0,4,4,,,4,12,1.54,36.50799942,-121.94733,496,072225_496,36.50791931,-121.94583,501,072225_501,135,MS,JT,,,55,2,90,24,4,10,,,0,0,26,2,5,NW,3,,,,FALSE
PLM0722251003,PLT01_25,PLM07222510,PL10,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.246944444,0,0,0,0,0,0,4,4,,,4,12,2.963333333,36.51054001,-121.94961,502,072225_502,36.51108932,-121.94751,510,072225_510,198,MS,SP,,,54.8,1,129,80,4,10,,,0,0,131,2,5,NW,3,,,,FALSE
PLM0722251004,PLT01_25,PLM07222510,PL10,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,-3,0,0,0,-0.05,4,4,,,4,12,2.95,36.5103302,-121.9498,511,072225_511,36.51052856,-121.9487,536,072225_536,101,CD,SP,,,54.9,2,122,91,4,10,,,0,0,67,2,5,NW,3,,,,FALSE
PLM0722251101,PLT01_25,PLM07222511,PL11,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,-12,0,0,0,-0.2,4,4,,,4,12,2.8,36.48971939,-121.95069,427,072225_427,36.49293137,-121.95075,449,072225_449,356,KM,JT,,,54.9,2,91,135,4,10,,,0,0,127,2,5,NW,4,,,,FALSE
PLM0722251102,PLT01_25,PLM07222511,PL11,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,4,4,,,4,12,3,36.48918152,-121.95024,450,072225_450,36.4922905,-121.95016,470,072225_470,345,KM,JT,,,54.8,2,90,116,4,10,,,0,0,107,2,6,NW,3,,,,FALSE
PLM0722251103,PLT01_25,PLM07222511,PL11,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.224444444,0,0,0,0,0,0,4,4,,,4,12,2.693333333,36.48863983,-121.95175,471,072225_471,36.49140167,-121.95154,491,072225_491,307,KM,JT,,,55.1,2,87,113,4,10,,,0,0,137,2,6,NW,3,,,,FALSE
PLM0723250701,PLT02_25,PLM07232507,PL07,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,36.52524185,-121.95192,666,072325_666,36.52565002,-121.95093,687,072325_687,100,JT,CD,,,56.1,3,103,136,4,4,,,0,1,42,0,1,,2,,,,FALSE
PLM0723250702,PLT02_25,PLM07232507,PL07,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,36.52555084,-121.95467,688,072325_688,36.52552032,-121.95345,708,072325_708,109,JT,SP,,,56.4,3,130,92,4,4,,,0,1,78,0,1,,2,,,,FALSE
PLM0723250703,PLT02_25,PLM07232507,PL07,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,36.52643967,-121.95124,710,072325_710,36.5259285,-121.95031,735,072325_735,101,JT,MS,,,57.1,3,118,121,4,4,,,0,0,80,0,2,,2,,,,FALSE
PLM0723250901,PLT02_25,PLM07232509,PL09,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,36.51274109,-121.95312,639,072325_639,36.51395035,-121.95338,647,072325_647,136,MS,CD,,,54.9,1,109,88,4,4,,,0,0,100,1,2,NW,2,,,,FALSE
PLM0723250902,PLT02_25,PLM07232509,PL09,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,36.51237869,-121.95382,648,072325_648,36.51364899,-121.954,654,072325_654,142,MS,CD,,,55,1,130,111,4,4,,,0,0,30,0,2,NW,2,,,,FALSE
PLM0723250903,PLT02_25,PLM07232509,PL09,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,36.51163101,-121.95506,655,072325_655,36.51290131,-121.9552,665,072325_665,141,MS,CD,,,55.7,3,140,128,4,4,,,0,30,108,1,2,NW,0,,,,FALSE
PLM0723251101,PLT02_25,PLM07232511,PL11,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,36.48983002,-121.95098,611,072325_611,36.49185944,-121.95107,618,072325_618,225,MS,JT,,,54.7,3,89,125,4,4,,,0,0,150,0,1,,2,,,,FALSE
PLM0723251102,PLT02_25,PLM07232511,PL11,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,36.48928833,-121.94984,619,072325_619,36.49180984,-121.95048,626,072325_626,286,MS,JT,,,54.5,2,90,125,4,4,,,0,0,103,3,3,NW,2,,,,FALSE
PLM0723251103,PLT02_25,PLM07232511,PL11,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,36.48880005,-121.95074,627,072325_627,36.4920311,-121.95073,638,072325_638,358,MS,JT,,,54.8,3,64,125,4,4,,,0,0,123,3,5,NW,2,,,,FALSE
PLM0723251301,PLT02_25,PLM07232513,PL13,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,36.48664093,-121.9493,537,072325_537,36.48614883,-121.94967,562,072325_562,64,CD,JT,,,55.2,2,36,66,4,4,,,0,0,65,3,0,,2,,,,FALSE
PLM0723251302,PLT02_25,PLM07232513,PL13,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,-3,0,0,0,0,-0.05,3,3,,,3,9,2.2,36.48743057,-121.95074,563,072325_563,36.48777008,-121.95072,588,072325_588,38,CD,SP,,,54.9,2,49,66,4,4,,,0,2,77,3,0,,2,,,,FALSE
PLM0723251303,PLT02_25,PLM07232513,PL13,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,3,9,2.25,36.48563004,-121.9519,589,072325_589,36.48640823,-121.95183,610,072325_610,87,CD,SP,,,54.8,3,62,105,4,4,,,0,0,136,3,0,,2,,,,FALSE
PLM0812250901,PLT04_25,PLM08122509,PL09,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,3,3,,,4,10,2.5,36.51493073,-121.95387,1610,081225_1610,36.5135498,-121.95248,1628,081225_1628,197,KM,CD,,,55.4,2,73,88,4,10,,,0,0,58,3,7,NW,4,,,,FALSE
PLM0812250902,PLT04_25,PLM08122509,PL09,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.250833333,0,0,0,0,0,0,3,3,,,4,10,2.508333333,36.51496887,-121.95448,1629,081225_1629,36.51388931,-121.95334,1647,081225_1647,157,KM,CD,,,55.1,2,68,89,4,10,,,0,0,61,3,7,NW,4,,,,FALSE
PLM0812250903,PLT04_25,PLM08122509,PL09,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.249166667,0,0,0,0,0,0,3,3,,,4,10,2.491666667,36.51446915,-121.95511,1648,081225_1648,36.51398087,-121.9539,109,081225_109,121,KM,CD,,,55.5,1,96,88,4,10,,,0,0,57,3,6,NW,4,,,,FALSE
PLM0812251101,PLT04_25,PLM08122511,PL11,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.251111111,0,0,0,0,0,0,3,3,,,4,10,2.511111111,36.49277115,-121.9511,1556,081225_1556,36.48907089,-121.95107,1575,081225_1575,411,KM,SP,,,54.9,1,131,79,4,10,,,0,0,87,3,7,NW,4,,,,FALSE
PLM0812251102,PLT04_25,PLM08122511,PL11,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.250555556,0,0,0,0,0,0,3,3,,,4,10,2.505555556,36.49274063,-121.95229,1576,081225_1576,36.48931885,-121.95116,1591,081225_1591,393,KM,SP,,,55.4,2,132,99,4,10,,,0,0,88,3,6,NW,3,,,,FALSE
PLM0812251103,PLT04_25,PLM08122511,PL11,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.248333333,0,0,0,0,0,0,3,3,,,4,10,2.483333333,36.49287033,-121.95039,1592,081225_1592,36.48973083,-121.94982,1609,081225_1609,352,KM,SP,,,56.2,2,117,87,4,10,,,0,0,70,3,6,NW,3,,,,FALSE
PLM0813250801,PLT05_25,PLM08132508,PL08,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,2,3,,,3,8,2,36.52421188,-121.9589,942,081325_942,36.52153015,-121.95982,968,081325_968,309,JT,CD,,,56,3,161,93,4,10,,,0,0,85,3,5,NW,4,,,,FALSE
PLM0813250802,PLT05_25,PLM08132508,PL08,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,2,3,,,3,8,2,36.52439117,-121.95818,969,081325_969,36.52182007,-121.95866,1001,081325_1001,288,JT,CD,,,56.4,2,126,112,4,10,,,0,0,79,3,5,NW,4,,,,FALSE
PLM0813250803,PLT05_25,PLM08132508,PL08,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,2,3,,,3,8,2,36.52429962,-121.95954,1002,081325_1002,36.5201416,-121.95894,1024,081325_1024,464,JT,CD,,,56.8,2,147,20,4,10,,,0,0,68,3,5,NW,4,,,,FALSE
PLM0813251101,PLT05_25,PLM08132511,PL11,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,2,3,,,3,8,2,36.49261093,-121.95212,110,081325_110,36.48820114,-121.95232,141,081325_141,490,JT,SP,,,56.6,2,130,66,4,10,,,0,0,99,3,5,NW,4,,,,FALSE
PLM0813251102,PLT05_25,PLM08132511,PL11,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.238055556,0,0,0,0,0,0,2,3,,,3,8,1.904444444,36.4928894,-121.95085,142,081325_142,36.48825073,-121.95105,922,081325_922,515,JT,SP,,,56.3,2,124,61,4,10,,,0,0,68,3,5,NW,4,,,,FALSE
PLM081325MN01,PLT05_25,PLM081325MN,PLMN,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.236111111,0,0,0,0,0,0,2,3,,,3,8,1.888888889,36.49259949,-121.95023,923,081325_923,36.48783112,-121.9501,941,081325_941,529,JT,SP,,,56.3,2,117,50,4,10,,,0,0,69,3,5,NW,4,,,"Ended in another cell (PL13), original drift ID: PLM0813251103",FALSE
PLM0814250701,PLT06_25,PLM08142507,PL07,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.258611111,0,0,0,0,0,0,4,4,,,4,12,3.103333333,36.52658081,-121.9512,1405,081425_1405,36.52716064,-121.95157,1418,081425_1418,72,KM,JT,,,57.6,3,133,171,4,10,,,0,0,36,3,4,NW,3,,,,FALSE
PLM0814250702,PLT06_25,PLM08142507,PL07,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.255,0,0,0,0,0,0,4,4,,,4,12,3.06,36.52621078,-121.95061,1419,081425_1419,36.52682114,-121.95036,1438,081425_1438,71,KM,JT,,,57.3,3,131,154,4,10,,,0,0,122,3,5,SW,2,,,,FALSE
PLM0814250703,PLT06_25,PLM08142507,PL07,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.236944444,0,0,0,0,0,0,4,4,,,4,12,2.843333333,36.52621841,-121.95065,1439,081425_1439,36.52687073,-121.95021,1458,081425_1458,82,KM,JT,,,57.2,3,139,134,4,10,,,0,0,66,3,7,NW,3,,,,FALSE
PLM0814251201,PLT06_25,PLM08142512,PL12,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.214444444,0,0,0,0,0,0,4,4,,,4,12,2.573333333,36.49085999,-121.95762,1091,081425_1091,36.48783112,-121.95641,1361,081425_1361,353,KM,MS,,,57.9,3,127,107,4,10,,,0,0,214,3,6,NW,3,,,,FALSE
PLM0814251202,PLT06_25,PLM08142512,PL12,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.251944444,0,0,0,0,0,0,4,4,,,4,12,3.023333333,36.49077988,-121.95718,1362,081425_1362,36.4869194,-121.95646,1377,081425_1377,433,KM,MS,,,57.7,3,126,131,4,10,,,0,0,231,2,6,NW,3,,,,FALSE
PLM0814251203,PLT06_25,PLM08142512,PL12,MPA,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,-10,0,0,-0.166666667,4,4,,,4,12,2.833333333,36.49087906,-121.95737,1378,081425_1378,36.48693848,-121.95744,1404,081425_1404,437,KM,MS,,,57.5,3,114,142,4,10,,,0,0,181,3,5,NW,3,,,,FALSE
PLR0722251401,PLT01_25,PLR07222514,PL14,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,-4,0,0,-0.066666667,4,4,,,4,12,2.933333333,36.47732162,-121.94327,377,072225_377,36.47748947,-121.94367,388,072225_388,40,KM,SP,,,54.1,3,72,77,4,10,,,0,0,10,2,6,NW,4,,,,FALSE
PLR0722251402,PLT01_25,PLR07222514,PL14,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,-5.5,0,0,-0.091666667,4,4,,,4,12,2.908333333,36.47546005,-121.94418,389,072225_389,36.47731018,-121.94542,408,072225_408,233,KM,SP,,,54.6,2,48,104,4,10,,,0,0,19,2,6,NW,5,,,,FALSE
PLR0722251403,PLT01_25,PLR07222514,PL14,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,-2,0,0,-0.033333333,4,4,,,4,12,2.966666667,36.47523117,-121.94479,409,072225_409,36.47763824,-121.94552,426,072225_426,275,KM,SP,,,54.4,3,51,104,4,10,,,0,0,18,2,6,NW,5,,,,FALSE
PLR0722251701,PLT01_25,PLR07222517,PL17,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.251388889,-2,0,0,0,0,-0.033333333,4,4,,,4,12,2.983333333,36.46266174,-121.93197,343,072225_343,36.46215057,-121.93178,355,072225_355,59,KM,JT,,,55,3,80,67,4,10,,,0,0,12,2,8,NW,4,,,,FALSE
PLR0722251702,PLT01_25,PLR07222517,PL17,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.256944444,0,0,0,0,0,0,4,4,,,4,12,3.083333333,36.4629097,-121.93327,356,072225_356,36.46200943,-121.93412,366,072225_366,126,KM,JT,,,54.8,3,68,94,4,10,,,0,0,9,2,6,NW,3,,,,FALSE
PLR0722251703,PLT01_25,PLR07222517,PL17,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.241666667,0,-6,0,0,0,-0.1,4,4,,,4,12,2.8,36.46281052,-121.93245,367,072225_367,36.46162033,-121.93287,376,072225_376,137,KM,JT,,,54.8,2,54,69,4,10,,,0,0,10,2,6,NW,3,,,,FALSE
PLR0724250201,PLT03_25,PLR07242502,PL02,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,4,4,,,4,12,3,36.57854843,-121.98387,882,072425_882,36.57966995,-121.98318,892,072425_892,139,MS,JG,,,58.4,2,76,62,4,4,,,1,0,55,1,2,NW,2,,,,FALSE
PLR0724250202,PLT03_25,PLR07242502,PL02,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,4,4,,,4,12,3,36.57881165,-121.9838,893,072425_893,36.58066177,-121.98295,903,072425_903,219,MS,JG,,,57.7,2,108,86,4,4,,,0,0,53,1,2,NW,2,,,,FALSE
PLR0724250203,PLT03_25,PLR07242502,PL02,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,4,4,,,4,12,3,36.57775879,-121.98287,904,072425_904,36.58015823,-121.98218,914,072425_914,273,MS,JG,,,56,3,119,60,4,4,,,0,0,53,2,2,NW,2,,,,FALSE
PLR0724250301,PLT03_25,PLR07242503,PL03,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,-3,0,0,0,-0.05,4,4,,,4,12,2.95,36.57316971,-121.98224,844,072425_844,36.57390976,-121.98251,854,072425_854,86,JT,SP,,,55.9,3,100,95,4,4,,,0,0,30,3,1,,2,,,,FALSE
PLR0724250302,PLT03_25,PLR07242503,PL03,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,4,4,,,4,12,3,36.57252884,-121.98096,855,072425_855,36.57376099,-121.98094,867,072425_867,137,JT,CD,,,55.7,2,104,72,4,4,,,0,0,35,2,1,,2,,,,FALSE
PLR0724250303,PLT03_25,PLR07242503,PL03,REF,Drift,,,1/0/1900,1/0/1900,0.166666667,0,-0.5,0,0,0,-0.008333333,4,4,,,4,12,1.991666667,36.57400894,-121.98095,868,072425_868,36.57505035,-121.98091,877,072425_877,116,JT,CD,,,56.5,1,80,43,4,4,,,0,0,24,1,1,,2,,,,FALSE
PLR0724250304,PLT03_25,PLR07242503,PL03,REF,Drift,,,1/0/1900,1/0/1900,0.088055556,0,0,0,0,0,0,4,4,,,4,12,1.056666667,36.57490158,-121.9817,878,072425_878,36.57543182,-121.98163,881,072425_881,59,JT,CD,,,56.1,2,81,79,4,4,,,0,0,6,2,1,,2,,,,FALSE
PLR0724250401,PLT03_25,PLR07242504,PL04,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,4,4,,,4,12,3,36.5707016,-121.97926,782,072425_782,36.57123184,-121.97845,803,072425_803,93,JT,SP,,,55.6,2,80,61,4,4,,,0,1,35,3,1,,2,,,,FALSE
PLR0724250402,PLT03_25,PLR07242504,PL04,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.250277778,0,0,0,0,0,0,4,4,,,4,12,3.003333333,36.56959152,-121.98074,804,072425_804,36.57038116,-121.98008,823,072425_823,106,JT,SP,,,55.2,2,105,110,4,4,,,0,0,76,3,1,,2,,Whale!,,FALSE
PLR0724250403,PLT03_25,PLR07242504,PL04,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,4,4,,,4,12,3,36.56977081,-121.98003,824,072425_824,36.57136154,-121.97936,843,072425_843,186,JT,SP,,,55.4,2,90,86,4,4,,,0,0,51,3,1,,2,,,,FALSE
PLR0724251501,PLT03_25,PLR07242515,PL15,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,4,4,,,4,12,3,36.47330856,-121.94123,736,072425_736,36.47320938,-121.94085,757,072425_757,36,JT,MS,,,53.8,3,83,69,4,4,,,0,1,50,3,1,,2,,,,FALSE
PLR0724251502,PLT03_25,PLR07242515,PL15,REF,Drift,1/0/1900,1/0/1900,1/0/1900,1/0/1900,0.25,0,0,0,0,0,0,4,4,,,4,12,3,36.47151947,-121.94159,758,072425_758,36.47174072,-121.94142,769,072425_769,29,JT,MS,,,53.8,2,100,102,4,4,,,0,1,15,3,1,,2,,,,FALSE
