Fish ID,Drift ID,Species Code,Fork Length (mm),Total Length (mm),Length (cm),Tag ID,Gear Type,Station .,Angler ID,Depth Released (ft),Lat Released (DD),Lon Released (DD),Sex,Condition 0,Condition 1,Condition 2,Condition 3,Condition 4,Condition 5,Condition 6,Condition 7,Condition 8,All Conditions,Retained,Recapture,Comments,GPS Waypoint,waypoint_link
369,ANM0715251402,BLU,285,,,,FLY,9,A993,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
370,ANM0715251402,BLU,335,,,,BAT,13,A1008,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
371,ANM0715251402,BLU,291,,,,BAT,14,A572,61,37.105393,-122.345107,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1682,071525_1682
372,ANM0715251402,BLU,271,,,,BAT,14,A572,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
373,ANM0715251402,BLA,484,,,47311,FLY,7,A1018,61,37.105468,-122.345232,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1683,071525_1683
374,ANM0715251402,BLU,310,,,,BAR,2,A387,61,37.105579,-122.345436,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1684,071525_1684
375,ANM0715251402,BLU,295,,,,BAR,2,A387,61,,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Hook damage to body,,071525_
376,ANM0715251402,BLU,358,,,,FLY,9,A993,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
377,ANM0715251402,BLU,284,,,,FLY,8,A1011,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
378,ANM0715251402,BLU,318,,,,BAT,13,A1008,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
379,ANM0715251402,BLU,324,,,,BAT,13,A1008,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
380,ANM0715251402,BLU,324,,,,BAT,13,A1008,61,37.105665,-122.345573,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1685,071525_1685
381,ANM0715251402,BLU,254,,,,FLY,9,A993,61,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,Hook damage to eye,,071525_
382,ANM0715251402,BLU,328,,,,FLY,7,A1018,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
383,ANM0715251402,BLU,354,,,,BAT,14,A572,61,37.105719,-122.345639,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1686,071525_1686
384,ANM0715251402,BLU,317,,,,BAT,14,A572,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
385,ANM0715251402,GPR,367,,,,BAR,1,A441,61,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,,071525_
386,ANM0715251402,LCD,664,,,47312,BAT,11,A1015,61,37.105786,-122.345717,M,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1687,071525_1687
387,ANM0715251402,BLU,329,,,47313,BAT,14,A572,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
388,ANM0715251402,BLA,345,,,47314,FLY,7,A1018,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
389,ANM0715251402,BLA,298,,,,BAR,2,A387,61,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,,071525_
390,ANM0715251402,BLU,244,,,,BAT,14,A572,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
391,ANM0715251402,BLU,276,,,,FLY,7,A1018,61,37.106064,-122.346049,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1688,071525_1688
392,ANM0715251402,BLU,332,,,,BAT,12,A939,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
393,ANM0715251402,BLU,297,,,,BAT,12,A939,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
394,ANM0715251402,BLU,324,,,,FLY,9,A993,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
395,ANM0715251402,BLU,317,,,,FLY,9,A993,61,37.106116,-122.346097,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1689,071525_1689
396,ANM0715251402,BLU,309,,,,FLY,9,A993,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
397,ANM0715251402,BLU,314,,,,BAT,14,A572,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
398,ANM0715251402,BLU,304,,,,BAR,3,A682,61,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
399,ANM0715251402,CHN,316,,,47315,BAT,13,A1008,61,37.106174,-122.346187,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,1690,071525_1690
72,ANM0715251401,GPR,334,,,,BAT,12,A939,59,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,"Stomach in mouth, pop eye",,071525_
73,ANM0715251401,BLU,394,,,,BAT,14,A572,59,37.108518,-122.348242,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1678,071525_1678
74,ANM0715251401,BLA,334,,,47307,BAT,14,A572,59,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
75,ANM0715251401,BLU,254,,,,BAT,14,A572,59,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
76,ANM0715251401,BLU,311,,,,FLY,8,A1011,59,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
78,ANM0715251401,BLU,324,,,,FLY,8,A1011,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
79,ANM0715251401,LCD,549,,,47308,FLY,9,A993,56,37.108623,-122.348358,M,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1679,071525_1679
80,ANM0715251401,BLU,311,,,,BAT,11,A1015,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
81,ANM0715251401,BLA,340,,,,BAT,12,A939,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
82,ANM0715251401,BLU,331,,,,FLY,8,A1011,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
83,ANM0715251401,BLU,329,,,,BAT,11,A1015,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
84,ANM0715251401,BLA,314,,,,FLY,8,A1011,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
85,ANM0715251401,KGL,396,,,47309,BAR,2,A387,56,,,M,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
86,ANM0715251401,BLA,345,,,,FLY,8,A1011,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
87,ANM0715251401,BLU,316,,,,BAT,14,A572,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
88,ANM0715251401,BLU,258,,,,BAT,14,A572,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
89,ANM0715251401,BLU,326,,,,BAR,3,A682,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
90,ANM0715251401,GPR,264,,,,BAT,13,A1008,56,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,"Stomach in mouth, pop eye",,071525_
91,ANM0715251401,BLU,327,,,,BAR,3,A682,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
92,ANM0715251401,BLU,257,,,,BAR,4,A758,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
93,ANM0715251401,BLA,332,,,,BAR,1,A441,56,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,,071525_
94,ANM0715251401,BLU,358,,,,BAR,4,A758,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
95,ANM0715251401,BLA,280,,,,BAR,1,A441,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
96,ANM0715251401,BLA,357,,,47310,BAT,13,A1008,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
97,ANM0715251401,BLU,262,,,,BAR,3,A682,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
98,ANM0715251401,GPR,276,,,,BAT,13,A1008,56,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,,071525_
99,ANM0715251401,BLU,268,,,,BAR,3,A682,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
100,ANM0715251401,BLU,340,,,,BAR,3,A682,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
101,ANM0716252203,BLU,360,,,,BAR,1,A608,65,37.096066,-122.318049,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Hook damage to side,1878,071625_1878
102,ANM0716252203,GPR,279,,,,BAT,13,A905,65,37.096135,-122.318027,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,1879,071625_1879
103,ANM0716252203,BWN,405,,,47371,BAT,12,A906,65,37.096177,-122.318013,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,1880,071625_1880
77,ANM0715251401,BLA,379,,,,FLY,8,A1011,56,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071525_
104,ANM0716252203,BLU,280,,,,FLY,6,A1010,65,37.096269,-122.31799,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1881,071625_1881
105,ANM0716252203,YTL,350,,,47372,BAR,4,S038,65,37.096287,-122.318004,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1882,071625_1882
106,ANM0716252203,YTL,290,,,,BAR,1,A608,65,37.096377,-122.318012,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1883,071625_1883
107,ANM0716252203,BLU,341,,,,FLY,8,A1021,65,37.096423,-122.318012,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,Dropped on deck,1884,071625_1884
108,ANM0716252203,BLU,276,,,,FLY,8,A1021,65,37.096479,-122.318022,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1885,071625_1885
109,ANM0716252203,BWN,390,,,47373,BAR,2,A958,65,37.096537,-122.318014,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1886,071625_1886
110,ANM0716252203,BLA,355,,,,BAT,11,A500,73,37.096635,-122.31801,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1887,071625_1887
111,ANM0716252203,YTL,335,,,,BAT,12,A906,73,37.096686,-122.318016,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1888,071625_1888
112,ANM0716252203,BLU,324,,,,FLY,6,A1010,73,37.096707,-122.31801,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1889,071625_1889
113,ANM0716252203,BLU,317,,,,BAT,14,A870,73,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
114,ANM0716252203,BLU,325,,,,BAT,14,A870,73,37.096768,-122.318,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1890,071625_1890
115,ANM0716252203,BLU,264,,,,FLY,7,A945,73,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
116,ANM0716252203,BLU,246,,,,FLY,7,A945,73,37.09681,-122.31799,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1891,071625_1891
117,ANM0716252203,BLU,297,,,,BAT,12,A906,73,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
118,ANM0716252203,BWN,497,,,47374,BAR,3,A593,73,37.097476,-122.317836,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,1892,071625_1892
119,ANM0716252101,KGL,332,,,47424,BAR,3,A593,94,37.09058,-122.320575,M,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1895,071625_1895
120,ANM0716252101,BWN,371,,,47423,BAR,3,A593,94,37.090861,-122.320581,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1896,071625_1896
121,ANM0716252101,BWN,382,,,,BAR,1,A608,94,37.090989,-122.320582,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,"Hooked damage to the gill, Stomach in mouth",1897,071625_1897
122,ANM0716252101,GPR,276,,,,BAT,11,A500,94,37.091046,-122.320563,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach out of mouth,1898,071625_1898
123,ANM0716252101,GPR,279,,,,BAR,1,A608,81,37.091131,-122.320538,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,1899,071625_1899
124,ANM0716252101,GPR,280,,,,BAR,3,A593,81,37.091886,-122.320631,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,1900,071625_1900
125,ANM0716252101,GPR,318,,,47422,BAT,11,A500,81,37.091925,-122.320656,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,1901,071625_1901
126,ANM0716252102,BLU,285,,,,BAT,14,A870,98,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
127,ANM0716252102,BLU,270,,,,FLY,8,A1021,98,37.091553,-122.324332,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,Droppped on deck,1904,071625_1904
128,ANM0716252102,BLU,306,,,,BAT,12,A906,98,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,Previous caudal damage,,071625_
129,ANM0716252102,BLU,327,,,,BAT,11,A500,98,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
130,ANM0716252102,GPR,256,,,,BAR,4,S038,98,37.091653,-122.324345,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,"Stomach in mouth, Popeye",1905,071625_1905
131,ANM0716252102,BLU,288,,,,FLY,9,A1022,98,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
132,ANM0716252102,LCD,592,,,47421,BAR,2,A958,98,37.091715,-122.324339,M,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1906,071625_1906
133,ANM0716252102,BLU,349,,,,FLY,6,A1010,98,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,Hook damage to gill,,071625_
134,ANM0716252102,BLU,357,,,,FLY,6,A1010,98,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
135,ANM0716252102,BWN,360,,,47409,BAT,13,A905,98,37.091824,-122.324364,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,1907,071625_1907
136,ANM0716252102,VER,298,,,,FLY,7,A945,98,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,"Stomach in mouth, Popeye",,071625_
137,ANM0716252102,BLU,312,,,,FLY,7,A945,98,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
138,ANM0716252102,BLU,288,,,,BAT,11,A500,98,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
139,ANM0716252102,BLU,319,,,,BAT,11,A500,98,37.092,-122.324396,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1908,071625_1908
140,ANM0716252102,GPR,256,,,,BAT,13,A905,98,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,"Stomach in mouth, Popeye",,071625_
141,ANM0716252102,BLU,314,,,,BAR,3,A593,98,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
142,ANM0716252102,BWN,310,,,,BAR,3,A593,98,37.092095,-122.324424,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,1909,071625_1909
143,ANM0716252102,BLU,284,,,,BAT,12,A906,98,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
144,ANM0716252102,BLU,336,,,,BAT,12,A906,98,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
145,ANM0716252102,BLU,334,,,,BAR,2,A958,98,37.092151,-122.324457,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,Hook damage to side,1910,071625_1910
146,ANM0716252102,GPR,200,,,,BAT,12,A906,98,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,"Stomach in mouth, popeye",,071625_
147,ANM0716252102,BLU,294,,,,BAR,4,S038,98,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,Hook damage to mouth,,071625_
148,ANM0716252102,BWN,379,,,47408,BAR,2,A958,98,37.092351,-122.324521,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,1911,071625_1911
149,ANM0716252102,GPR,256,,,,FLY,7,A945,98,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,"Popeye, Stomach in mouth",,071625_
150,ANM0716252102,GPR,229,,,,FLY,7,A945,98,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,"Popeye, Stomach in mouth",,071625_
151,ANM0716252102,BLU,324,,,,BAT,12,A906,98,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
152,ANM0716252102,BLU,327,,,,FLY,8,A1021,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
153,ANM0716252102,BLU,322,,,,FLY,6,A1010,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
154,ANM0716252102,BLU,329,,,,FLY,6,A1010,75,37.092609,-122.324596,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,Hook damage to side,1912,071625_1912
155,ANM0716252102,BLU,348,,,47407,FLY,8,A1021,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
156,ANM0716252102,BLU,329,,,,BAT,14,A870,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
157,ANM0716252102,BLU,337,,,47406,BAT,11,A500,75,37.09278,-122.324646,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1913,071625_1913
158,ANM0716252102,GPR,217,,,,FLY,8,A1021,75,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,,071625_
159,ANM0716252102,CNY,260,,,47405,BAR,3,A593,75,37.092917,-122.324638,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,1914,071625_1914
160,ANM0716252102,BLU,309,,,,BAR,3,A593,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
161,ANM0716252102,BLU,290,,,,BAT,13,A905,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
162,ANM0716252102,BLU,254,,,,BAT,14,A870,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,Split caudal,,071625_
163,ANM0716252102,VER,369,,,47404,BAR,2,A958,75,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,"Popeye, Stomach in mouth",,071625_
164,ANM0716252102,BWN,410,,,,BAR,1,A608,75,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,"Tag recapture: 42590, Stomach in mouth",,071625_
165,ANM0716252102,BLU,313,,,,BAT,11,A500,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
166,ANM0716252102,BLU,296,,,,BAT,11,A500,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
167,ANM0716252102,GPR,289,,,,FLY,8,A1021,75,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,,071625_
168,ANM0716252102,BLU,296,,,,BAR,4,S038,75,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
169,ANM0716252102,BLU,340,,,,BAT,13,A905,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
170,ANM0716252102,BLU,260,,,,BAR,4,S038,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
171,ANM0716252102,BLU,304,,,,BAR,4,S038,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
172,ANM0716252102,BLU,283,,,,BAT,12,A906,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
173,ANM0716252102,CHN,296,,,47403,BAT,12,A906,75,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,Stomach in mouth,,071625_
174,ANM0716252102,BLU,272,,,,BAT,11,A500,75,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,071625_
